po_number,po_date,supplier_id,supplier_name,material_id,material_name,category,quantity,unit_price_ngn,total_amount_ngn,total_amount_usd,currency,expected_delivery_date,actual_delivery_date,delivery_status,payment_status,buyer,plant_location,rainy_season,rainfall_index,holiday_period,fuel_price_ngn,usd_ngn_rate,port_congestion_index,disruption_event,disruption_severity,supplier_name_supplier,financial_health_score,capacity_utilization_pct,employee_turnover_pct,quality_defect_rate,inventory_days,payment_default_risk,delivery_delay_days,is_late_delivery,composite_risk_score,risk_category,supplier_avg_delay,supplier_late_delivery_rate,order_size_vs_avg,days_since_last_order
PO101476,2025-05-03,SUP1006,Raw Materials Supplier 7 (NIG),MAT2014,Raw Materials Item 15,Raw Materials,315,119016.74,37490273.19,,NGN,2025-06-03,2025-06-03,Partial,Overdue,John Obi,Ibadan,1,0.38,0,263.43,1346.43,42.0,None,0,Raw Materials Supplier 7 (NIG),75.0,73.4,6.0,0.81,84.0,21.3,0.0,0,23.5,Low Risk,16.2,0.6,0.36446582838860164,3.0
PO101352,2025-05-06,SUP1006,Raw Materials Supplier 7 (NIG),MAT2001,Raw Materials Item 2,Raw Materials,997,65044.65,64849512.53,,NGN,2025-06-10,2025-06-10,Delivered,Paid,John Obi,Kano,1,0.87,0,266.36,1382.61,64.0,None,0,Raw Materials Supplier 7 (NIG),75.0,73.4,6.0,0.81,84.0,21.3,0.0,0,26.8,Low Risk,11.4,0.6,0.6304416931042228,3.0
PO101664,2025-06-15,SUP1006,Raw Materials Supplier 7 (NIG),MAT2001,Raw Materials Item 2,Raw Materials,905,65973.0,59705564.9,,NGN,2025-07-20,2025-07-23,Delivered,Paid,Chidi Eze,Kano,1,0.48,0,326.88,1384.48,50.0,None,0,Raw Materials Supplier 7 (NIG),65.0,77.6,4.9,0.88,65.0,29.4,3.0,1,27.7,Low Risk,6.6,0.5,0.5804342385131581,40.0
PO101254,2025-07-01,SUP1006,Raw Materials Supplier 7 (NIG),MAT2007,Raw Materials Item 8,Raw Materials,277,412764.44,114335750.74,,NGN,2025-08-04,2025-08-09,Delivered,Paid,Sarah Ahmed,Lagos,1,0.37,0,318.08,1400.51,40.0,None,0,Raw Materials Supplier 7 (NIG),79.0,80.8,8.6,2.17,52.0,25.7,5.0,1,26.3,Low Risk,7.2,0.5,1.111527619356,16.0
PO100582,2025-07-02,SUP1006,Raw Materials Supplier 7 (NIG),MAT2005,Raw Materials Item 6,Raw Materials,155,39020.63,6048197.97,,NGN,2025-07-13,2025-07-25,Delivered,Paid,Chidi Eze,Kano,1,0.42,0,304.31,1318.12,59.0,None,0,Raw Materials Supplier 7 (NIG),79.0,80.8,8.6,2.17,52.0,25.7,12.0,1,29.1,Low Risk,6.0,0.6,0.05879822406795081,1.0
PO100694,2025-07-09,SUP1006,Raw Materials Supplier 7 (NIG),MAT2012,Raw Materials Item 13,Raw Materials,717,483844.07,346916195.63,,NGN,2025-07-22,2025-08-18,Delivered,Pending,John Obi,Kano,1,0.38,0,312.5,1494.33,44.0,None,0,Raw Materials Supplier 7 (NIG),79.0,80.8,8.6,2.17,52.0,25.7,27.0,1,26.9,Low Risk,4.0,0.7,3.3725840828344773,7.0
PO100618,2025-07-20,SUP1006,Raw Materials Supplier 7 (NIG),MAT2016,Raw Materials Item 17,Raw Materials,652,273405.04,178260086.0,,NGN,2025-08-05,2025-08-26,Partial,Paid,John Obi,Lagos,1,0.87,0,314.11,1305.88,42.0,None,0,Raw Materials Supplier 7 (NIG),79.0,80.8,8.6,2.17,52.0,25.7,21.0,1,26.6,Low Risk,9.4,0.7,1.7329750995237645,11.0
PO101040,2025-07-24,SUP1006,Raw Materials Supplier 7 (NIG),MAT2020,Raw Materials Item 21,Raw Materials,693,196576.91,136227800.68,,NGN,2025-09-30,2025-10-09,Delivered,Overdue,John Obi,Lagos,1,0.78,0,295.25,1412.88,59.0,None,0,Raw Materials Supplier 7 (NIG),79.0,80.8,8.6,2.17,52.0,25.7,9.0,1,29.1,Low Risk,13.6,0.7,1.3243535989392856,4.0
PO100948,2025-08-05,SUP1006,Raw Materials Supplier 7 (NIG),MAT2014,Raw Materials Item 15,Raw Materials,425,106691.63,45343942.93,,NGN,2025-09-05,2025-09-05,Delivered,Paid,Chidi Eze,Ibadan,1,0.74,0,287.33,1407.32,52.0,None,0,Raw Materials Supplier 7 (NIG),59.0,64.6,3.1,4.79,21.0,21.0,0.0,0,34.5,Medium Risk,14.8,0.8,0.4408161455274775,12.0
PO100367,2025-08-09,SUP1006,Raw Materials Supplier 7 (NIG),MAT2000,Raw Materials Item 1,Raw Materials,453,244485.03,110751719.28,,NGN,2025-10-21,2025-10-21,Delivered,Overdue,John Obi,Kano,1,0.3,0,269.53,1479.15,49.0,None,0,Raw Materials Supplier 7 (NIG),59.0,64.6,3.1,4.79,21.0,21.0,0.0,0,34.0,Medium Risk,13.8,0.7,1.0766850619699917,4.0
PO101665,2025-08-24,SUP1006,Raw Materials Supplier 7 (NIG),MAT2001,Raw Materials Item 2,Raw Materials,583,63484.61,37011528.77,,NGN,2025-09-28,2025-10-01,Delivered,Paid,Chidi Eze,Lagos,1,0.35,0,275.73,1438.08,55.0,None,0,Raw Materials Supplier 7 (NIG),59.0,64.6,3.1,4.79,21.0,21.0,3.0,1,34.9,Medium Risk,11.4,0.6,0.3598116616734799,15.0
PO100396,2025-08-28,SUP1006,Raw Materials Supplier 7 (NIG),MAT2011,Raw Materials Item 12,Raw Materials,651,155498.64,101229615.87,,NGN,2025-10-26,2025-11-03,Delivered,Overdue,John Obi,Lagos,1,0.52,0,308.81,1524.21,57.0,None,0,Raw Materials Supplier 7 (NIG),59.0,64.6,3.1,4.79,21.0,21.0,8.0,1,35.2,Medium Risk,6.6,0.7,0.9841148827733973,4.0
PO100651,2025-09-11,SUP1006,Raw Materials Supplier 7 (NIG),MAT2009,Raw Materials Item 10,Raw Materials,325,104804.36,34061416.44,,NGN,2025-11-17,2025-11-26,Delivered,Paid,Sarah Ahmed,Lagos,1,0.44,0,284.34,1567.51,51.0,None,0,Raw Materials Supplier 7 (NIG),63.0,63.0,8.5,6.3,31.0,25.2,9.0,1,40.4,Medium Risk,4.0,0.8,0.33113181907154127,14.0
PO100726,2025-09-17,SUP1006,Raw Materials Supplier 7 (NIG),MAT2020,Raw Materials Item 21,Raw Materials,63,200073.77,12604647.28,,NGN,2025-11-24,2025-11-24,Delivered,Paid,John Obi,Ibadan,1,0.38,0,267.43,1513.98,51.0,None,0,Raw Materials Supplier 7 (NIG),63.0,63.0,8.5,6.3,31.0,25.2,0.0,0,40.4,Medium Risk,4.0,0.8,0.12253746963030158,6.0
PO101716,2025-09-20,SUP1006,Raw Materials Supplier 7 (NIG),MAT2004,Raw Materials Item 5,Raw Materials,427,389079.18,166136810.37,,NGN,2025-10-04,2025-10-04,Delivered,Paid,Sarah Ahmed,Kano,1,0.49,0,319.19,1527.72,67.0,None,0,Raw Materials Supplier 7 (NIG),63.0,63.0,8.5,6.3,31.0,25.2,0.0,0,42.8,Medium Risk,4.0,0.7,1.6151173375149812,3.0
PO102356,2025-09-28,SUP1006,Raw Materials Supplier 7 (NIG),MAT2011,Raw Materials Item 12,Raw Materials,297,199706.3,59312770.73,,NGN,2025-11-26,2025-11-26,Delivered,Pending,John Obi,Kano,1,0.73,0,263.54,1501.26,53.0,None,0,Raw Materials Supplier 7 (NIG),63.0,63.0,8.5,6.3,31.0,25.2,0.0,0,40.7,Medium Risk,4.0,0.6,0.5766156466392144,8.0
PO100549,2025-09-29,SUP1006,Raw Materials Supplier 7 (NIG),MAT2014,Raw Materials Item 15,Raw Materials,862,114758.91,98922182.74,,NGN,2025-10-30,2025-11-15,Delivered,Overdue,Sarah Ahmed,Lagos,1,0.55,0,335.79,1477.21,51.0,None,0,Raw Materials Supplier 7 (NIG),63.0,63.0,8.5,6.3,31.0,25.2,16.0,1,40.4,Medium Risk,3.4,0.5,0.9616829169428288,1.0
PO101765,2025-10-07,SUP1006,Raw Materials Supplier 7 (NIG),MAT2014,Raw Materials Item 15,Raw Materials,958,147519.51,141323691.4,,NGN,2025-11-07,2025-12-02,Delivered,Paid,Chidi Eze,Kano,1,0.63,0,303.24,1399.74,40.0,None,0,Raw Materials Supplier 7 (NIG),70.0,79.6,8.3,5.39,40.0,21.2,25.0,1,34.4,Medium Risk,5.0,0.5,1.3738938629760382,8.0
PO100736,2025-10-21,SUP1006,Raw Materials Supplier 7 (NIG),MAT2017,Raw Materials Item 18,Raw Materials,867,395788.7,343148802.9,,NGN,2026-01-06,2026-01-06,Delivered,Overdue,Sarah Ahmed,Kano,1,0.81,0,307.96,1668.53,40.0,None,0,Raw Materials Supplier 7 (NIG),70.0,79.6,8.3,5.39,40.0,21.2,0.0,0,34.4,Medium Risk,8.2,0.5,3.335958958625702,14.0
PO101836,2025-11-09,SUP1006,Raw Materials Supplier 7 (NIG),MAT2004,Raw Materials Item 5,Raw Materials,837,384466.1,321798125.14,,NGN,2025-11-23,2025-12-19,Delivered,Overdue,Chidi Eze,Kano,0,0.11,0,333.99,1647.55,24.0,None,0,Raw Materials Supplier 7 (NIG),78.0,78.3,5.2,2.5,70.0,16.5,26.0,1,21.3,Low Risk,8.2,0.5,3.1283959884382213,19.0
PO102417,2025-11-22,SUP1006,Raw Materials Supplier 7 (NIG),MAT2000,Raw Materials Item 1,Raw Materials,614,203826.57,125149511.71,,NGN,2026-02-03,2026-02-11,Delivered,Paid,Sarah Ahmed,Kano,0,0.36,0,282.91,1461.36,26.0,None,0,Raw Materials Supplier 7 (NIG),78.0,78.3,5.2,2.5,70.0,16.5,8.0,1,21.6,Low Risk,13.4,0.6,1.2166547900744746,13.0
PO100899,2025-11-25,SUP1006,Raw Materials Supplier 7 (NIG),MAT2002,Raw Materials Item 3,Raw Materials,899,187085.74,168190077.87,,NGN,2026-02-15,2026-02-15,Delivered,Paid,Sarah Ahmed,Lagos,0,0.2,0,290.42,1523.91,39.0,None,0,Raw Materials Supplier 7 (NIG),78.0,78.3,5.2,2.5,70.0,16.5,0.0,0,23.6,Low Risk,15.0,0.6,1.6350784041227995,3.0
PO102014,2025-11-28,SUP1006,Raw Materials Supplier 7 (NIG),MAT2012,Raw Materials Item 13,Raw Materials,516,538852.07,278047665.63,,NGN,2025-12-11,2025-12-18,Delivered,Overdue,Chidi Eze,Ibadan,0,0.36,0,279.87,1498.85,31.0,None,0,Raw Materials Supplier 7 (NIG),78.0,78.3,5.2,2.5,70.0,16.5,7.0,1,22.4,Low Risk,11.8,0.5,2.703071067841287,3.0
PO101819,2025-12-13,SUP1006,Raw Materials Supplier 7 (NIG),MAT2007,Raw Materials Item 8,Raw Materials,237,378320.24,89661897.02,,NGN,2026-01-16,2026-01-13,Delivered,Paid,John Obi,Kano,0,0.26,1,312.28,1500.75,55.0,None,0,Raw Materials Supplier 7 (NIG),84.0,80.2,3.5,3.6,61.0,17.0,-3.0,0,23.6,Low Risk,8.2,0.5,0.8716580273147856,15.0
PO101140,2025-12-28,SUP1006,Raw Materials Supplier 7 (NIG),MAT2017,Raw Materials Item 18,Raw Materials,88,383933.9,33786183.03,,NGN,2026-03-15,,Pending,Pending,Chidi Eze,Kano,0,0.13,1,354.18,1618.88,51.0,None,0,Raw Materials Supplier 7 (NIG),84.0,80.2,3.5,3.6,61.0,17.0,,0,23.0,Low Risk,7.6,0.5,0.32845610710039924,15.0
PO102035,2026-01-02,SUP1006,Raw Materials Supplier 7 (NIG),MAT2014,Raw Materials Item 15,Raw Materials,163,121335.89,19777749.83,,NGN,2026-02-02,2026-02-12,Delivered,Overdue,Chidi Eze,Ibadan,0,0.36,1,319.46,1688.47,53.0,None,0,Raw Materials Supplier 7 (NIG),65.0,72.1,10.5,6.27,36.0,29.8,10.0,1,41.9,Medium Risk,3.0,0.5,0.19227157772155662,5.0
PO100280,2026-01-14,SUP1006,Raw Materials Supplier 7 (NIG),MAT2010,Raw Materials Item 11,Raw Materials,193,89803.75,17332124.65,,NGN,2026-02-02,2026-01-30,Delivered,Paid,Sarah Ahmed,Ibadan,0,0.26,1,308.1,1520.61,60.0,None,0,Raw Materials Supplier 7 (NIG),65.0,72.1,10.5,6.27,36.0,29.8,-3.0,0,42.9,Medium Risk,3.5,0.6,0.16849616262550238,12.0
PO101035,2026-01-20,SUP1006,Raw Materials Supplier 7 (NIG),MAT2009,Raw Materials Item 10,Raw Materials,389,143267.99,55731246.31,,NGN,2026-03-28,,Pending,Pending,Sarah Ahmed,Kano,0,0.28,1,359.43,1739.19,61.0,None,0,Raw Materials Supplier 7 (NIG),65.0,72.1,10.5,6.27,36.0,29.8,,0,43.1,Medium Risk,2.75,0.5,0.5417974617192527,6.0
PO102179,2026-01-20,SUP1006,Raw Materials Supplier 7 (NIG),MAT2018,Raw Materials Item 19,Raw Materials,685,23285.0,15950223.32,,NGN,2026-04-06,,Pending,Pending,Sarah Ahmed,Ibadan,0,0.28,1,359.43,1739.19,61.0,None,0,Raw Materials Supplier 7 (NIG),65.0,72.1,10.5,6.27,36.0,29.8,,0,43.1,Medium Risk,1.3333333333333333,0.4,0.15506185633391464,0.0
PO101208,2026-02-10,SUP1006,Raw Materials Supplier 7 (NIG),MAT2013,Raw Materials Item 14,Raw Materials,394,27726.53,10924250.97,,NGN,2026-04-01,,Pending,Pending,Chidi Eze,Kano,0,0.18,0,292.5,1785.46,24.0,None,0,,,,,,,,,0,33.1,Medium Risk,3.5,0.4,0.10620131144757965,21.0
PO102105,2026-02-10,SUP1006,Raw Materials Supplier 7 (NIG),MAT2014,Raw Materials Item 15,Raw Materials,102,129495.43,13208534.11,,NGN,2026-03-13,,Pending,Pending,Sarah Ahmed,Kano,0,0.18,0,292.5,1785.46,24.0,None,0,,,,,,,,,0,33.1,Medium Risk,3.5,0.3,0.1284082220954403,0.0
PO100796,2026-02-24,SUP1006,Raw Materials Supplier 7 (NIG),MAT2017,Raw Materials Item 18,Raw Materials,315,406522.01,128054432.33,,NGN,2026-05-12,,Pending,Pending,Sarah Ahmed,Ibadan,0,0.36,0,348.57,1670.37,39.0,None,0,,,,,,,,,0,35.4,Medium Risk,-3.0,0.2,1.2448952964801157,14.0
PO101450,2024-03-05,SUP1007,Raw Materials Supplier 8 (USA),MAT2010,Raw Materials Item 11,Raw Materials,764,112130.59,85667769.81,57259.67,USD,2024-03-24,2024-03-28,Delivered,Overdue,Chidi Eze,Ibadan,0,0.18,0,217.66,923.53,31.0,None,0,Raw Materials Supplier 8 (USA),74.0,88.8,12.4,5.17,71.0,5.9,4.0,1,35.2,Medium Risk,0.0,0.5,0.8180683204742045,30.0
PO102477,2024-03-10,SUP1007,Raw Materials Supplier 8 (USA),MAT2010,Raw Materials Item 11,Raw Materials,260,108290.99,28155656.68,29552.66,USD,2024-03-29,2024-04-15,Delivered,Overdue,Sarah Ahmed,Ibadan,0,0.1,0,226.84,900.42,41.0,None,0,Raw Materials Supplier 8 (USA),74.0,88.8,12.4,5.17,71.0,5.9,17.0,1,36.7,Medium Risk,4.0,1.0,0.26886716933498656,5.0
PO101125,2024-03-20,SUP1007,Raw Materials Supplier 8 (USA),MAT2014,Raw Materials Item 15,Raw Materials,218,107656.29,23469070.34,25720.94,USD,2024-04-20,2024-04-20,Delivered,Paid,Sarah Ahmed,Lagos,0,0.28,0,184.63,910.48,25.0,None,0,Raw Materials Supplier 8 (USA),74.0,88.8,12.4,5.17,71.0,5.9,0.0,0,34.3,Medium Risk,10.5,1.0,0.2241134909746843,10.0
PO101696,2024-03-23,SUP1007,Raw Materials Supplier 8 (USA),MAT2018,Raw Materials Item 19,Raw Materials,610,23003.83,14032334.38,9861.74,USD,2024-06-07,2024-06-07,Delivered,Paid,John Obi,Kano,0,0.24,0,209.64,811.33,36.0,None,0,Raw Materials Supplier 8 (USA),74.0,88.8,12.4,5.17,71.0,5.9,0.0,0,36.0,Medium Risk,7.0,0.6666666666666666,0.13399914861842296,3.0
PO101797,2024-03-24,SUP1007,Raw Materials Supplier 8 (USA),MAT2011,Raw Materials Item 12,Raw Materials,147,207161.47,30452736.31,27245.76,USD,2024-05-22,2024-05-20,Delivered,Paid,John Obi,Lagos,0,0.22,0,237.92,805.66,36.0,None,0,Raw Materials Supplier 8 (USA),74.0,88.8,12.4,5.17,71.0,5.9,-2.0,0,36.0,Medium Risk,5.25,0.5,0.2908027009716494,1.0
PO101579,2024-04-02,SUP1007,Raw Materials Supplier 8 (USA),MAT2001,Raw Materials Item 2,Raw Materials,167,74542.49,12448595.39,11292.88,USD,2024-05-07,2024-05-30,Delivered,Pending,John Obi,Lagos,1,0.49,0,189.05,886.88,68.0,None,0,Raw Materials Supplier 8 (USA),81.0,68.2,10.9,1.67,25.0,7.2,23.0,1,31.2,Medium Risk,3.8,0.4,0.11887552980014043,9.0
PO100801,2024-04-07,SUP1007,Raw Materials Supplier 8 (USA),MAT2006,Raw Materials Item 7,Raw Materials,842,37180.41,31305906.42,21391.16,USD,2024-05-14,2024-05-14,Delivered,Paid,John Obi,Ibadan,1,0.69,0,215.06,969.86,68.0,Customs Delay,10,Raw Materials Supplier 8 (USA),81.0,68.2,10.9,1.67,25.0,7.2,0.0,0,46.2,Medium Risk,7.6,0.5,0.29894988912087356,5.0
PO102432,2024-04-07,SUP1007,Raw Materials Supplier 8 (USA),MAT2018,Raw Materials Item 19,Raw Materials,623,29111.52,18136477.19,20748.15,USD,2024-06-22,2024-07-05,Delivered,Paid,John Obi,Lagos,1,0.69,0,215.06,969.86,68.0,Customs Delay,10,Raw Materials Supplier 8 (USA),81.0,68.2,10.9,1.67,25.0,7.2,13.0,1,46.2,Medium Risk,4.2,0.42857142857142855,0.1731908915925825,0.0
PO100400,2024-04-11,SUP1007,Raw Materials Supplier 8 (USA),MAT2003,Raw Materials Item 4,Raw Materials,376,359558.46,135193980.72,152777.37,USD,2024-04-18,2024-05-02,Delivered,Pending,Sarah Ahmed,Ibadan,1,0.86,0,193.62,966.12,48.0,None,0,Raw Materials Supplier 8 (USA),81.0,68.2,10.9,1.67,25.0,7.2,14.0,1,28.2,Low Risk,6.8,0.5,1.2910095942864417,4.0
PO100558,2024-04-12,SUP1007,Raw Materials Supplier 8 (USA),MAT2002,Raw Materials Item 3,Raw Materials,543,195876.0,106360668.2,76165.38,USD,2024-07-03,2024-07-03,Delivered,Paid,Sarah Ahmed,Lagos,1,0.75,0,196.99,864.86,46.0,None,0,Raw Materials Supplier 8 (USA),81.0,68.2,10.9,1.67,25.0,7.2,0.0,0,27.9,Low Risk,9.6,0.5555555555555556,1.0156712774461816,1.0
PO101484,2024-04-22,SUP1007,Raw Materials Supplier 8 (USA),MAT2017,Raw Materials Item 18,Raw Materials,63,447411.64,28186933.42,20758.81,USD,2024-07-08,2024-07-05,Delivered,Paid,John Obi,Lagos,1,0.36,0,243.48,976.34,47.0,None,0,Raw Materials Supplier 8 (USA),81.0,68.2,10.9,1.67,25.0,7.2,-3.0,0,28.1,Low Risk,10.0,0.5,0.2691658407048431,10.0
PO102108,2024-04-28,SUP1007,Raw Materials Supplier 8 (USA),MAT2016,Raw Materials Item 17,Raw Materials,366,283572.69,103787603.88,74219.01,USD,2024-05-14,2024-05-21,Delivered,Paid,John Obi,Lagos,1,0.53,0,225.86,877.83,61.0,Customs Delay,4,Raw Materials Supplier 8 (USA),81.0,68.2,10.9,1.67,25.0,7.2,7.0,1,36.2,Medium Risk,4.8,0.4,0.9911002817099439,6.0
PO102317,2024-05-03,SUP1007,Raw Materials Supplier 8 (USA),MAT2018,Raw Materials Item 19,Raw Materials,167,30248.4,5051483.05,3313.11,USD,2024-07-18,2024-08-04,Delivered,Paid,John Obi,Kano,1,0.3,0,208.31,914.25,57.0,None,0,Raw Materials Supplier 8 (USA),56.0,68.5,10.1,1.61,51.0,5.3,17.0,1,38.7,Medium Risk,6.2,0.4,0.04823819113982619,5.0
PO102317,2024-05-03,SUP1007,Raw Materials Supplier 8 (USA),MAT2018,Raw Materials Item 19,Raw Materials,167,30248.4,5051483.05,3313.11,USD,2024-07-18,2024-08-04,Delivered,Paid,John Obi,Kano,1,0.3,0,208.31,914.25,57.0,None,0,Raw Materials Supplier 8 (USA),77.0,88.1,6.0,4.03,57.0,9.2,17.0,1,29.8,Low Risk,7.0,0.5,0.04823819113982619,0.0
PO101753,2024-05-14,SUP1007,Raw Materials Supplier 8 (USA),MAT2005,Raw Materials Item 6,Raw Materials,746,37621.63,28065737.39,17777.91,USD,2024-05-25,2024-06-23,Delivered,Paid,Chidi Eze,Kano,1,0.63,0,248.91,982.92,54.0,None,0,Raw Materials Supplier 8 (USA),56.0,68.5,10.1,1.61,51.0,5.3,29.0,1,38.2,Medium Risk,7.6,0.6,0.26800850191885467,11.0
PO101753,2024-05-14,SUP1007,Raw Materials Supplier 8 (USA),MAT2005,Raw Materials Item 6,Raw Materials,746,37621.63,28065737.39,17777.91,USD,2024-05-25,2024-06-23,Delivered,Paid,Chidi Eze,Kano,1,0.63,0,248.91,982.92,54.0,None,0,Raw Materials Supplier 8 (USA),77.0,88.1,6.0,4.03,57.0,9.2,29.0,1,29.3,Low Risk,13.4,0.7,0.26800850191885467,0.0
PO101944,2024-05-20,SUP1007,Raw Materials Supplier 8 (USA),MAT2004,Raw Materials Item 5,Raw Materials,483,411270.84,198643816.69,127899.6,USD,2024-06-03,2024-06-03,Delivered,Paid,John Obi,Ibadan,1,0.76,0,216.82,857.2,51.0,None,0,Raw Materials Supplier 8 (USA),56.0,68.5,10.1,1.61,51.0,5.3,0.0,0,37.8,Medium Risk,19.8,0.7,1.8969119174292424,6.0
PO101944,2024-05-20,SUP1007,Raw Materials Supplier 8 (USA),MAT2004,Raw Materials Item 5,Raw Materials,483,411270.84,198643816.69,127899.6,USD,2024-06-03,2024-06-03,Delivered,Paid,John Obi,Ibadan,1,0.76,0,216.82,857.2,51.0,None,0,Raw Materials Supplier 8 (USA),77.0,88.1,6.0,4.03,57.0,9.2,0.0,0,28.9,Low Risk,18.4,0.7,1.8969119174292424,0.0
PO102449,2024-05-27,SUP1007,Raw Materials Supplier 8 (USA),MAT2001,Raw Materials Item 2,Raw Materials,580,52197.46,30274523.94,24241.96,USD,2024-07-01,2024-07-20,Delivered,Pending,Chidi Eze,Lagos,1,0.8,0,223.68,999.61,42.0,None,0,Raw Materials Supplier 8 (USA),56.0,68.5,10.1,1.61,51.0,5.3,19.0,1,36.4,Medium Risk,15.0,0.6,0.28910089532715827,7.0
PO102449,2024-05-27,SUP1007,Raw Materials Supplier 8 (USA),MAT2001,Raw Materials Item 2,Raw Materials,580,52197.46,30274523.94,24241.96,USD,2024-07-01,2024-07-20,Delivered,Pending,Chidi Eze,Lagos,1,0.8,0,223.68,999.61,42.0,None,0,Raw Materials Supplier 8 (USA),77.0,88.1,6.0,4.03,57.0,9.2,19.0,1,27.5,Low Risk,15.4,0.6,0.28910089532715827,0.0
PO101848,2024-05-28,SUP1007,Raw Materials Supplier 8 (USA),MAT2017,Raw Materials Item 18,Raw Materials,966,369003.29,356457180.01,235628.69,USD,2024-08-13,2024-08-25,Delivered,Overdue,Chidi Eze,Kano,1,0.43,0,197.93,1038.73,41.0,Weather Event,4,Raw Materials Supplier 8 (USA),56.0,68.5,10.1,1.61,51.0,5.3,12.0,1,42.3,Medium Risk,13.4,0.7,3.40392106878114,1.0
PO101848,2024-05-28,SUP1007,Raw Materials Supplier 8 (USA),MAT2017,Raw Materials Item 18,Raw Materials,966,369003.29,356457180.01,235628.69,USD,2024-08-13,2024-08-25,Delivered,Overdue,Chidi Eze,Kano,1,0.43,0,197.93,1038.73,41.0,Weather Event,4,Raw Materials Supplier 8 (USA),77.0,88.1,6.0,4.03,57.0,9.2,12.0,1,33.4,Medium Risk,10.0,0.8,3.40392106878114,0.0
PO100285,2024-05-30,SUP1007,Raw Materials Supplier 8 (USA),MAT2006,Raw Materials Item 7,Raw Materials,953,33832.58,32242452.25,21838.51,USD,2024-07-06,2024-07-24,Delivered,Paid,Chidi Eze,Lagos,1,0.87,0,223.81,913.34,51.0,None,0,Raw Materials Supplier 8 (USA),56.0,68.5,10.1,1.61,51.0,5.3,18.0,1,37.8,Medium Risk,12.4,0.8,0.3078932580902591,2.0
PO100285,2024-05-30,SUP1007,Raw Materials Supplier 8 (USA),MAT2006,Raw Materials Item 7,Raw Materials,953,33832.58,32242452.25,21838.51,USD,2024-07-06,2024-07-24,Delivered,Paid,Chidi Eze,Lagos,1,0.87,0,223.81,913.34,51.0,None,0,Raw Materials Supplier 8 (USA),77.0,88.1,6.0,4.03,57.0,9.2,18.0,1,28.9,Low Risk,16.0,0.8,0.3078932580902591,0.0
PO101962,2024-06-01,SUP1007,Raw Materials Supplier 8 (USA),MAT2004,Raw Materials Item 5,Raw Materials,25,405367.79,10134194.67,12275.56,USD,2024-06-15,2024-06-15,Delivered,Overdue,Chidi Eze,Lagos,1,0.65,0,254.12,973.98,67.0,None,0,Raw Materials Supplier 8 (USA),72.0,67.4,9.1,6.13,85.0,14.7,0.0,0,39.5,Medium Risk,15.8,0.8,0.09677459365911717,2.0
PO101623,2024-06-02,SUP1007,Raw Materials Supplier 8 (USA),MAT2017,Raw Materials Item 18,Raw Materials,617,365437.34,225474839.56,188606.7,USD,2024-08-18,2024-09-03,Delivered,Paid,Chidi Eze,Ibadan,1,0.86,0,207.01,978.14,65.0,None,0,Raw Materials Supplier 8 (USA),72.0,67.4,9.1,6.13,85.0,14.7,16.0,1,39.2,Medium Risk,12.0,0.7,2.153129744326654,1.0
PO102200,2024-06-06,SUP1007,Raw Materials Supplier 8 (USA),MAT2006,Raw Materials Item 7,Raw Materials,556,42403.38,23576281.62,28023.83,USD,2024-07-13,2024-07-13,Delivered,Overdue,John Obi,Kano,1,0.52,0,252.58,958.49,45.0,None,0,Raw Materials Supplier 8 (USA),72.0,67.4,9.1,6.13,85.0,14.7,0.0,0,36.2,Medium Risk,12.8,0.7,0.2251372850101776,4.0
PO100833,2024-06-07,SUP1007,Raw Materials Supplier 8 (USA),MAT2020,Raw Materials Item 21,Raw Materials,861,228123.91,196414682.89,178050.84,USD,2024-08-14,2024-08-16,Delivered,Paid,Sarah Ahmed,Ibadan,1,0.61,0,237.1,988.4,68.0,None,0,Raw Materials Supplier 8 (USA),72.0,67.4,9.1,6.13,85.0,14.7,2.0,1,39.7,Medium Risk,10.4,0.7,1.8756252217685199,1.0
PO101896,2024-06-13,SUP1007,Raw Materials Supplier 8 (USA),MAT2004,Raw Materials Item 5,Raw Materials,667,398146.48,265563700.31,189077.72,USD,2024-06-27,2024-07-12,Delivered,Paid,John Obi,Kano,1,0.63,0,211.33,969.54,61.0,None,0,Raw Materials Supplier 8 (USA),72.0,67.4,9.1,6.13,85.0,14.7,15.0,1,38.6,Medium Risk,7.2,0.8,2.535950810594782,6.0
PO101368,2024-06-14,SUP1007,Raw Materials Supplier 8 (USA),MAT2008,Raw Materials Item 9,Raw Materials,599,321278.86,192446039.76,122313.48,USD,2024-09-02,2024-09-02,Delivered,Overdue,Sarah Ahmed,Kano,1,0.31,0,215.0,957.38,47.0,None,0,Raw Materials Supplier 8 (USA),72.0,67.4,9.1,6.13,85.0,14.7,0.0,0,36.5,Medium Risk,6.6,0.8,1.8377274076066574,1.0
PO100783,2024-07-06,SUP1007,Raw Materials Supplier 8 (USA),MAT2017,Raw Materials Item 18,Raw Materials,721,377863.19,272439358.73,231138.5,USD,2024-09-21,2024-10-21,Delivered,Paid,Chidi Eze,Ibadan,1,0.35,0,262.5,1064.57,57.0,None,0,Raw Materials Supplier 8 (USA),78.0,94.7,11.0,5.51,63.0,16.7,30.0,1,36.6,Medium Risk,6.6,0.7,2.601608622725047,22.0
